subject_id,item_id,counterbalance,type,goal,audience,audience_group,option1.tangram,option1.shared,option1.earlier,option1.length,option1.group,option1.label,option2.tangram,option2.shared,option2.earlier,option2.length,option2.group,option2.label,response.tangram,response.shared,response.earlier,response.length,response.group,response.label,understood
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,baseline,refer,one,blue,B,shared,later,1,blue,mouse,B,,later,2,unseen,princess dance,B,shared,later,1,blue,mouse,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,either,red,L,shared,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",L,shared,later,1,red,zigzag,L,shared,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,baseline,refer,one,blue,C,shared,later,2,blue,falling guy,C,,later,2,unseen,no legs,C,shared,later,2,blue,falling guy,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,social,one,blue,D,unique,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,unique,later,3,blue,long sleeved book,D,unique,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,social,one,red,L,shared,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",L,shared,later,1,red,zigzag,L,shared,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,baseline,refer,one,red,B,shared,later,1,red,mouse,B,,later,2,unseen,princess dance,B,shared,later,1,red,mouse,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,one,blue,B,shared,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,shared,later,1,blue,mouse,B,shared,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,one,blue,D,unique,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,unique,later,3,blue,long sleeved book,D,unique,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,either,blue,D,unique,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,unique,later,3,blue,long sleeved book,D,unique,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,baseline,social,one,blue,D,unique,later,1,red,priest,D,unique,later,3,blue,long sleeved book,D,unique,later,1,red,priest,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,either,red,H,unique,earlier,25,red,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",H,unique,later,1,red,baby,H,unique,earlier,25,red,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,baseline,refer,either,,B,shared,later,1,blue,mouse,B,,later,2,unseen,princess dance,B,shared,later,1,blue,mouse,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,one,red,C,shared,earlier,22,red,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",C,shared,later,2,red,falling guy,C,shared,earlier,22,red,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,baseline,refer,either,,C,shared,later,2,blue,falling guy,C,,later,2,unseen,no legs,C,shared,later,2,blue,falling guy,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,one,red,L,shared,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",L,shared,later,1,red,zigzag,L,shared,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,baseline,refer,either,,L,shared,later,1,blue,zigzag,L,,later,2,unseen,bent knees,L,shared,later,1,blue,zigzag,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,social,one,red,D,unique,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",D,unique,later,1,red,priest,D,unique,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,either,blue,B,shared,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,shared,later,1,blue,mouse,B,shared,later,1,blue,mouse,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,either,red,A,unique,earlier,41,red,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",A,unique,later,1,red,thriller,A,unique,earlier,41,red,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,social,one,red,A,unique,earlier,41,red,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",A,unique,later,1,red,thriller,A,unique,later,1,red,thriller,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,one,blue,C,shared,earlier,32,blue,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,shared,later,2,blue,falling guy,C,shared,earlier,32,blue,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,one,blue,H,unique,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,unique,later,2,blue,no arms,H,unique,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,baseline,social,one,blue,A,unique,later,1,red,thriller,A,unique,later,1,blue,zombie,A,unique,later,1,blue,zombie,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,social,one,blue,A,unique,earlier,27,blue,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,unique,later,1,blue,zombie,A,unique,earlier,27,blue,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,social,one,blue,L,shared,earlier,30,blue,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,shared,later,1,blue,zigzag,L,shared,earlier,30,blue,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,baseline,social,one,blue,H,unique,later,1,red,baby,H,unique,later,2,blue,no arms,H,unique,later,2,blue,no arms,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,social,one,blue,B,shared,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,shared,later,1,blue,mouse,B,shared,later,1,blue,mouse,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,either,red,B,shared,earlier,28,red,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",B,shared,later,1,red,mouse,B,shared,later,1,red,mouse,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,one,red,B,shared,earlier,28,red,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",B,shared,later,1,red,mouse,B,shared,later,1,red,mouse,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,one,blue,L,shared,earlier,30,blue,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,shared,later,1,blue,zigzag,L,shared,later,1,blue,zigzag,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,either,blue,C,shared,earlier,32,blue,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,shared,later,2,blue,falling guy,C,shared,later,2,blue,falling guy,yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,one,red,D,unique,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",D,unique,later,1,red,priest,D,unique,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",yes
710bfdba-f9bc-4b4f-b405-dfad92ad37d8,0,a,main,refer,either,red,C,shared,earlier,22,red,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",C,shared,later,2,red,falling guy,C,shared,later,2,red,falling guy,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,baseline,refer,one,red,H,shared,later,1,red,baby,H,,later,2,unseen,no arms,H,shared,later,1,red,baby,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,main,refer,one,red,A,shared,earlier,41,red,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",A,shared,later,1,red,thriller,A,shared,later,1,red,thriller,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,baseline,social,one,blue,L,unique,later,1,red,zigzag,L,unique,later,2,blue,bent knees,L,unique,later,1,red,zigzag,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,main,refer,one,blue,C,unique,earlier,30,blue,"rectangle body with two arms and a head, arms out wide, straight body lines, one arm has a triangle for a hand and the other is a square, no legs",C,unique,later,2,blue,no legs,C,unique,later,2,blue,no legs,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,main,social,one,blue,C,unique,earlier,30,blue,"rectangle body with two arms and a head, arms out wide, straight body lines, one arm has a triangle for a hand and the other is a square, no legs",C,unique,later,2,blue,no legs,C,unique,later,2,blue,no legs,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,main,refer,either,red,B,unique,earlier,28,red,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",B,unique,later,1,red,mouse,B,unique,later,1,red,mouse,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,baseline,refer,one,red,A,shared,later,1,red,thriller,A,,later,1,unseen,zombie,A,shared,later,1,red,thriller,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,main,refer,one,red,D,shared,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",D,shared,later,1,red,priest,D,shared,later,1,red,priest,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,main,social,one,blue,D,shared,earlier,17,blue,looks like a priest wearing a robe. facing left. arms stretched out holding something. standing straight up,D,shared,later,1,blue,priest,D,shared,later,1,blue,priest,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,baseline,social,one,red,C,unique,later,2,red,falling guy,C,unique,later,2,blue,no legs,C,unique,later,2,red,falling guy,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,main,refer,one,blue,A,shared,earlier,43,blue,it looks like a person kicking one foot in front of them. their head looks like it has a beak! they have a box over their right shoulder. It could also in theory looking like a person carrying another person over their shoulder.,A,shared,later,1,blue,thriller,A,shared,later,1,blue,thriller,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,baseline,refer,either,,H,shared,later,1,blue,baby,H,,later,2,unseen,no arms,H,shared,later,1,blue,baby,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,main,refer,either,red,H,shared,earlier,25,red,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",H,shared,later,1,red,baby,H,shared,later,1,red,baby,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,main,refer,either,blue,H,shared,earlier,33,blue,"it's a blog in the middle with a head on top, only two shapes, sort of looks like a wrapped up baby, square head, the main shape is sort of like a hexagon",H,shared,later,1,blue,baby,H,shared,later,1,blue,baby,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,main,social,one,red,B,unique,earlier,28,red,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",B,unique,later,1,red,mouse,B,unique,later,1,red,mouse,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,main,refer,either,blue,C,unique,earlier,30,blue,"rectangle body with two arms and a head, arms out wide, straight body lines, one arm has a triangle for a hand and the other is a square, no legs",C,unique,later,2,blue,no legs,C,unique,later,2,blue,no legs,yes
10798241-0948-405b-b547-1350e5691e5f,0,b,baseline,refer,either,,D,shared,later,1,blue,priest,D,,later,3,unseen,long sleeved book,D,shared,later,1,blue,priest,yes
